surv_v2,junk_v2,surv_r2,junk_r2,surv_v6,junk_v6
0.9758620689655172,0.0,0.9758620689655172,0.0,0.9758620689655172,0.0
0.9887005649717514,0.0005420054200542005,0.9887005649717514,0.0005420054200542005,0.9887005649717514,0.0005420054200542005
0.9599056603773585,0.0,0.9599056603773585,0.0,0.9599056603773585,0.0
0.9885057471264368,0.001858390633711206,0.9885057471264368,0.001858390633711206,0.9885057471264368,0.001858390633711206
0.9550875885203131,0.000698170059528184,0.9550875885203131,0.000698170059528184,0.9550875885203131,0.000698170059528184
0.9591836734693877,0.0,0.9591836734693877,0.0,0.9591836734693877,0.0
0.9721448467966574,0.0067371776296725585,0.9721448467966574,0.0067371776296725585,0.9721448467966574,0.0067371776296725585
0.9438202247191011,0.014733660748016623,0.8370786516853933,0.0007555723460521345,0.8370786516853933,0.0007555723460521345
0.9874266554903605,0.010063935590812218,0.9874266554903605,0.010063935590812218,0.9874266554903605,0.010063935590812218
0.978894472361809,0.009468474284484614,0.978894472361809,0.009468474284484614,0.978894472361809,0.009468474284484614
0.9551035367417995,0.014908296640432687,0.9551035367417995,0.014908296640432687,0.9551035367417995,0.014908296640432687
0.7226837060702875,0.023708759954493744,0.7226837060702875,0.023708759954493744,0.6334398296059638,0.016063708759954495
0.9688581314878892,0.0006870491240123669,0.9688581314878892,0.0006870491240123669,0.9688581314878892,0.0006870491240123669
0.9547079856972587,0.0005595970900951316,0.9547079856972587,0.0005595970900951316,0.9547079856972587,0.0005595970900951316
0.9897260273972602,0.007486979166666667,0.9897260273972602,0.007486979166666667,0.9897260273972602,0.007486979166666667
0.9586734693877551,0.0009000900090009,0.9586734693877551,0.0009000900090009,0.9586734693877551,0.0009000900090009
0.9736263736263736,0.02030192608016658,0.9736263736263736,0.02030192608016658,0.9736263736263736,0.02030192608016658
0.9832285115303984,0.0,0.9832285115303984,0.0,0.9832285115303984,0.0
0.9682539682539683,0.007803790412486065,0.9682539682539683,0.007803790412486065,0.9682539682539683,0.007803790412486065
0.9824945295404814,0.0,0.9824945295404814,0.0,0.9824945295404814,0.0
0.9699421965317919,0.0,0.9699421965317919,0.0,0.9699421965317919,0.0
0.9812446717817562,0.0,0.9812446717817562,0.0,0.9812446717817562,0.0
0.9590861579811856,0.0,0.9590861579811856,0.0,0.9590861579811856,0.0
0.9589426321709786,0.0018562059151095163,0.9589426321709786,0.0018562059151095163,0.9589426321709786,0.0018562059151095163
0.9658119658119658,0.0045662100456621,0.9658119658119658,0.0045662100456621,0.9658119658119658,0.0045662100456621
0.9730639730639731,0.009984639016897081,0.9730639730639731,0.009984639016897081,0.9730639730639731,0.009984639016897081
0.9516806722689075,0.0013998250218722659,0.9516806722689075,0.0013998250218722659,0.9516806722689075,0.0013998250218722659
0.9667519181585678,0.0,0.9667519181585678,0.0,0.9667519181585678,0.0
0.9637753406447325,0.0004530451103488447,0.9637753406447325,0.0004530451103488447,0.9637753406447325,0.0004530451103488447
0.9465875370919882,0.0,0.9465875370919882,0.0,0.9465875370919882,0.0
0.9618298368298368,0.0,0.9618298368298368,0.0,0.9618298368298368,0.0
0.9702602230483272,0.0,0.9702602230483272,0.0,0.9702602230483272,0.0
0.952887537993921,0.0,0.952887537993921,0.0,0.952887537993921,0.0
0.9691489361702128,0.0017472335468841002,0.9691489361702128,0.0017472335468841002,0.9691489361702128,0.0017472335468841002
0.9641255605381166,0.007860262008733625,0.9641255605381166,0.007860262008733625,0.9641255605381166,0.007860262008733625
0.9536423841059603,0.0027789653698161608,0.9536423841059603,0.0027789653698161608,0.9536423841059603,0.0027789653698161608
0.9569268999792918,0.0009345378487828757,0.9569268999792918,0.0009345378487828757,0.9569268999792918,0.0009345378487828757
0.9811320754716981,0.000881057268722467,0.9811320754716981,0.000881057268722467,0.9811320754716981,0.000881057268722467
0.9576386990981143,0.0,0.9576386990981143,0.0,0.9576386990981143,0.0
0.963963963963964,0.005793742757821553,0.963963963963964,0.005793742757821553,0.963963963963964,0.005793742757821553
0.9549483013293943,0.007959576085498368,0.9549483013293943,0.007959576085498368,0.9549483013293943,0.007959576085498368
0.9599826011309265,0.00023597891921655,0.9599826011309265,0.00023597891921655,0.9599826011309265,0.00023597891921655
0.9537074969274887,0.0005578973468881726,0.9537074969274887,0.0005578973468881726,0.9537074969274887,0.0005578973468881726
0.9629629629629629,0.0,0.9629629629629629,0.0,0.9629629629629629,0.0
0.9803407601572739,0.017962116263879817,0.9803407601572739,0.017962116263879817,0.9803407601572739,0.017962116263879817
0.9823584029712163,0.0011494252873563218,0.9823584029712163,0.0011494252873563218,0.9823584029712163,0.0011494252873563218
0.9590909090909091,5.510856387082553e-05,0.9590909090909091,5.510856387082553e-05,0.9590909090909091,5.510856387082553e-05
0.9656218402426694,0.00035528185693983896,0.9656218402426694,0.00035528185693983896,0.9656218402426694,0.00035528185693983896
0.9795918367346939,0.014581734458940905,0.9795918367346939,0.014581734458940905,0.9795918367346939,0.014581734458940905
0.9441340782122905,0.0,0.9441340782122905,0.0,0.9441340782122905,0.0
0.9793956043956044,0.01600831600831601,0.9793956043956044,0.01600831600831601,0.9793956043956044,0.01600831600831601
0.9829683698296837,0.0010860121633362294,0.9829683698296837,0.0010860121633362294,0.9829683698296837,0.0010860121633362294
0.9753238741517581,0.0005573359342343597,0.9753238741517581,0.0005573359342343597,0.9753238741517581,0.0005573359342343597
0.9640831758034026,0.001271657924018439,0.9640831758034026,0.001271657924018439,0.9640831758034026,0.001271657924018439
0.9504181600955794,0.00048146364949446316,0.9504181600955794,0.00048146364949446316,0.9504181600955794,0.00048146364949446316
0.9487951807228916,0.0018041237113402063,0.9487951807228916,0.0018041237113402063,0.9487951807228916,0.0018041237113402063
0.9381443298969072,0.0009950248756218905,0.9381443298969072,0.0009950248756218905,0.9381443298969072,0.0009950248756218905
0.9568857262452909,0.0002370417193426043,0.9568857262452909,0.0002370417193426043,0.9568857262452909,0.0002370417193426043
0.9579451690178333,0.0,0.9579451690178333,0.0,0.9579451690178333,0.0
0.9680306905370843,0.022939450520138703,0.9680306905370843,0.022939450520138703,0.9680306905370843,0.022939450520138703
0.9704142011834319,0.0,0.9704142011834319,0.0,0.9704142011834319,0.0
0.9741176470588235,0.0010354110581901014,0.9741176470588235,0.0010354110581901014,0.9741176470588235,0.0010354110581901014
0.9440353460972017,0.0014059048001606748,0.9440353460972017,0.0014059048001606748,0.9440353460972017,0.0014059048001606748
0.9807692307692307,0.0014958863126402393,0.9807692307692307,0.0014958863126402393,0.9807692307692307,0.0014958863126402393
0.9672489082969432,0.0011467889908256881,0.9672489082969432,0.0011467889908256881,0.9672489082969432,0.0011467889908256881
0.9394387001477105,0.0009048408988086261,0.9394387001477105,0.0009048408988086261,0.9394387001477105,0.0009048408988086261
0.9734513274336283,0.0029233660471914805,0.9734513274336283,0.0029233660471914805,0.9734513274336283,0.0029233660471914805
0.9825581395348837,0.010050251256281407,0.9825581395348837,0.010050251256281407,0.9825581395348837,0.010050251256281407
0.9649122807017544,0.0032733224222585926,0.9649122807017544,0.0032733224222585926,0.9649122807017544,0.0032733224222585926
0.976897689768977,0.00899935718877223,0.976897689768977,0.00899935718877223,0.976897689768977,0.00899935718877223
0.9819466248037677,0.006438755173999693,0.9819466248037677,0.006438755173999693,0.9819466248037677,0.006438755173999693
0.9841269841269841,0.0,0.9841269841269841,0.0,0.9841269841269841,0.0
0.9469453376205788,0.003202195791399817,0.9469453376205788,0.003202195791399817,0.9469453376205788,0.003202195791399817
0.9423076923076923,0.0,0.9423076923076923,0.0,0.9423076923076923,0.0
0.9735099337748344,0.02418682235195997,0.9735099337748344,0.02418682235195997,0.9735099337748344,0.02418682235195997
0.9749552772808586,0.0011123470522803114,0.9749552772808586,0.0011123470522803114,0.9749552772808586,0.0011123470522803114
0.9836956521739131,0.005357142857142857,0.9836956521739131,0.005357142857142857,0.9836956521739131,0.005357142857142857
0.9691119691119691,0.0046875,0.9691119691119691,0.0046875,0.9691119691119691,0.0046875
0.9691403379867745,0.0034086831718693937,0.9691403379867745,0.0034086831718693937,0.9691403379867745,0.0034086831718693937
0.32361838707297275,0.025847201379711963,0.32361838707297275,0.014849821936524291,0.31690400649302736,0.014827424015051403
