fold,epoch,loss,f1_clean,f1_testlike,f1_testlike_reweighted,page_acc,line_acc,train_s,imgs_per_s
0.0,11.0,0.5413098869488594,0.9839613458110272,0.9797277877653836,0.957264015786324,0.8275862068965517,0.9909584086799276,33.0,91.0
1.0,7.0,0.522961011909424,0.9784101709803832,0.9720651556836454,0.9440453695867942,0.8679245283018868,0.98932384341637,33.0,92.0
2.0,3.0,0.5774059354307803,0.9786932498325412,0.9701233306032496,0.9606539564009514,0.9117647058823528,0.9842381786339754,32.0,93.0
3.0,8.0,0.5355671330335292,0.9784897487584008,0.9725163128124156,0.9388067643659378,0.8085106382978723,0.9877622377622378,34.0,89.0
4.0,9.0,0.5154043188754548,0.9850076524989212,0.9758278397777757,0.9647760284831944,0.9166666666666666,0.989547038327526,33.0,90.0
