tag,epoch,loss,train_s,imgs_per_s,f1_clean,f1_corrupt
cv_s7_f4,1,1.3489120780153478,23,131,0.9437480354764326,0.9401297902465994
cv_s7_f4,2,0.5542230683755367,23,131,0.9673910782687705,0.9630803179856776
cv_s7_f4,3,0.5186196881088805,23,130,0.978103554717413,0.9660448645292858
cv_s7_f4,4,0.5054126434186672,23,129,0.9755449650204497,0.9697641352878765
cv_s7_f4,5,0.4983060491528917,23,130,0.9771884411967695,0.9727538196289546
cv_s7_f4,6,0.5046127299044995,23,130,0.9732876149688615,0.969022180941276
cv_s7_f4,7,0.49291059026058687,23,129,0.9753747510572356,0.9643533867083381
cv_s7_f4,8,0.4835749350963755,23,129,0.9758230336150692,0.9672633799743305
cv_s7_f4,9,0.497891200191163,23,130,0.9801646448202401,0.9671717600534057
