tag,epoch,loss,train_s,imgs_per_s
full_s37,1,1.2572105362060222,28,132
full_s37,2,0.5554277246302747,28,132
full_s37,3,0.5197083901851736,28,132
full_s37,4,0.5117322269906389,29,132
full_s37,5,0.5023970513901812,28,133
full_s37,6,0.48447956252605356,28,133
full_s37,7,0.48783769265134286,29,132
